Freq.	Vout    phase
2.96112175079772e+02	8.78377614827385e-01,-3.26849171021649e-01
2.98171798135943e+02	8.76888845898367e-01,-3.28564754405272e-01
3.00245747003380e+02	8.75384438505624e-01,-3.30282490192589e-01
3.02334121325979e+02	8.73864291787078e-01,-3.32002245966118e-01
3.04437021440716e+02	8.72328305815561e-01,-3.33723886901303e-01
3.06554548382465e+02	8.70776381646350e-01,-3.35447275757667e-01
3.08686803888854e+02	8.69208421365429e-01,-3.37172272870780e-01
3.10833890405151e+02	8.67624328138468e-01,-3.38898736145091e-01
3.12995911089189e+02	8.66024006260514e-01,-3.40626521047617e-01
3.15172969816318e+02	8.64407361206367e-01,-3.42355480602564e-01
3.17365171184400e+02	8.62774299681648e-01,-3.44085465386857e-01
3.19572620518833e+02	8.61124729674540e-01,-3.45816323526652e-01
3.21795423877608e+02	8.59458560508182e-01,-3.47547900694833e-01
3.24033688056412e+02	8.57775702893712e-01,-3.49280040109523e-01
3.26287520593752e+02	8.56076068983939e-01,-3.51012582533654e-01
3.28557029776124e+02	8.54359572427624e-01,-3.52745366275606e-01
3.30842324643219e+02	8.52626128424364e-01,-3.54478227190958e-01
3.33143514993156e+02	8.50875653780044e-01,-3.56210998685367e-01
3.35460711387762e+02	8.49108066962859e-01,-3.57943511718617e-01
3.37794025157882e+02	8.47323288159859e-01,-3.59675594809856e-01
3.40143568408728e+02	8.45521239334023e-01,-3.61407074044049e-01
3.42509454025266e+02	8.43701844281821e-01,-3.63137773079688e-01
3.44891795677639e+02	8.41865028691245e-01,-3.64867513157769e-01
3.47290707826626e+02	8.40010720200288e-01,-3.66596113112075e-01
3.49706305729147e+02	8.38138848455841e-01,-3.68323389380797e-01
3.52138705443797e+02	8.36249345172979e-01,-3.70049156019498e-01
3.54588023836419e+02	8.34342144194619e-01,-3.71773224715477e-01
3.57054378585727e+02	8.32417181551503e-01,-3.73495404803533e-01
3.59537888188950e+02	8.30474395522490e-01,-3.75215503283173e-01
3.62038671967535e+02	8.28513726695123e-01,-3.76933324837274e-01
3.64556850072874e+02	8.26535118026429e-01,-3.78648671852241e-01
3.67092543492075e+02	8.24538514903929e-01,-3.80361344439669e-01
3.69645874053783e+02	8.22523865206817e-01,-3.82071140459542e-01
3.72216964434023e+02	8.20491119367276e-01,-3.83777855544989e-01
3.74805938162104e+02	8.18440230431886e-01,-3.85481283128620e-01
3.77412919626546e+02	8.16371154123090e-01,-3.87181214470465e-01
3.80038034081061e+02	8.14283848900686e-01,-3.88877438687526e-01
3.82681407650569e+02	8.12178276023285e-01,-3.90569742784986e-01
3.85343167337258e+02	8.10054399609714e-01,-3.92257911689057e-01
3.88023441026687e+02	8.07912186700304e-01,-3.93941728281528e-01
3.90722357493928e+02	8.05751607318034e-01,-3.95620973435988e-01
3.93440046409757e+02	8.03572634529468e-01,-3.97295426055773e-01
3.96176638346877e+02	8.01375244505455e-01,-3.98964863113630e-01
3.98932264786202e+02	7.99159416581536e-01,-4.00629059693122e-01
4.01707058123162e+02	7.96925133318014e-01,-4.02287789031782e-01
4.04501151674075e+02	7.94672380559630e-01,-4.03940822566030e-01
4.07314679682545e+02	7.92401147494803e-01,-4.05587929977856e-01
4.10147777325913e+02	7.90111426714383e-01,-4.07228879243289e-01
4.13000580721756e+02	7.87803214269852e-01,-4.08863436682643e-01
4.15873226934420e+02	7.85476509730941e-01,-4.10491367012560e-01
4.18765853981611e+02	7.83131316242590e-01,-4.12112433399841e-01
4.21678600841025e+02	7.80767640581205e-01,-4.13726397517083e-01
4.24611607457022e+02	7.78385493210161e-01,-4.15333019600098e-01
4.27565014747353e+02	7.75984888334481e-01,-4.16932058507143e-01
4.30538964609930e+02	7.73565843954654e-01,-4.18523271779931e-01
4.33533599929642e+02	7.71128381919514e-01,-4.20106415706433e-01
4.36549064585223e+02	7.68672527978140e-01,-4.21681245385464e-01
4.39585503456159e+02	7.66198311830706e-01,-4.23247514793037e-01
4.42643062429656e+02	7.63705767178233e-01,-4.24804976850483e-01
4.45721888407645e+02	7.61194931771173e-01,-4.26353383494317e-01
4.48822129313840e+02	7.58665847456775e-01,-4.27892485747843e-01
4.51943934100845e+02	7.56118560225171e-01,-4.29422033794478e-01
4.55087452757314e+02	7.53553120254116e-01,-4.30941777052773e-01
4.58252836315152e+02	7.50969581952337e-01,-4.32451464253122e-01
4.61440236856776e+02	7.48368004001411e-01,-4.33950843516124e-01
4.64649807522417e+02	7.45748449396133e-01,-4.35439662432577e-01
4.67881702517484e+02	7.43110985483301e-01,-4.36917668145084e-01
4.71136077119967e+02	7.40455683998863e-01,-4.38384607431236e-01
4.74413087687901e+02	7.37782621103363e-01,-4.39840226788336e-01
4.77712891666877e+02	7.35091877415641e-01,-4.41284272519641e-01
4.81035647597606e+02	7.32383538044711e-01,-4.42716490822086e-01
4.84381515123537e+02	7.29657692619767e-01,-4.44136627875437e-01
4.87750654998529e+02	7.26914435318269e-01,-4.45544429932853e-01
4.91143229094568e+02	7.24153864892032e-01,-4.46939643412804e-01
4.94559400409554e+02	7.21376084691290e-01,-4.48322014992299e-01
4.97999333075124e+02	7.18581202686650e-01,-4.49691291701382e-01
5.01463192364540e+02	7.15769331488913e-01,-4.51047221018850e-01
5.04951144700634e+02	7.12940588366683e-01,-4.52389550969130e-01
5.08463357663797e+02	7.10095095261729e-01,-4.53718030220273e-01
5.12000000000035e+02	7.07232978802051e-01,-4.55032408183009e-01
5.15561241629075e+02	7.04354370312586e-01,-4.56332435110794e-01
5.19147253652530e+02	7.01459405823524e-01,-4.57617862200803e-01
5.22758208362118e+02	6.98548226076180e-01,-4.58888441695803e-01
5.26394279247942e+02	6.95620976526382e-01,-4.60143926986834e-01
5.30055641006821e+02	6.92677807345321e-01,-4.61384072716646e-01
5.33742469550690e+02	6.89718873417847e-01,-4.62608634883811e-01
5.37454942015047e+02	6.86744334338144e-01,-4.63817370947449e-01
5.41193236767464e+02	6.83754354402769e-01,-4.65010039932496e-01
5.44957533416157e+02	6.80749102601013e-01,-4.66186402535432e-01
5.48748012818619e+02	6.77728752602548e-01,-4.67346221230409e-01
5.52564857090304e+02	6.74693482742336e-01,-4.68489260375682e-01
5.56408249613380e+02	6.71643476002771e-01,-4.69615286320288e-01
5.60278375045537e+02	6.68578919993030e-01,-4.70724067510876e-01
5.64175419328863e+02	6.65500006925604e-01,-4.71815374598608e-01
5.68099569698775e+02	6.62406933590000e-01,-4.72888980546062e-01
5.72051014693016e+02	6.59299901323585e-01,-4.73944660734031e-01
5.76029944160710e+02	6.56179115979568e-01,-4.74982193068162e-01
5.80036549271489e+02	6.53044787892099e-01,-4.76001358085313e-01
5.84071022524673e+02	6.49897131838481e-01,-4.77001939059578e-01
5.88133557758522e+02	6.46736366998491e-01,-4.77983722107860e-01
5.92224350159548e+02	6.43562716910800e-01,-4.78946496294930e-01
5.96343596271890e+02	6.40376409426496e-01,-4.79890053737858e-01
6.00491494006763e+02	6.37177676659720e-01,-4.80814189709748e-01
6.04668242651961e+02	6.33966754935400e-01,-4.81718702742668e-01
6.08874042881435e+02	6.30743884734119e-01,-4.82603394729701e-01
6.13109096764934e+02	6.27509310634113e-01,-4.83468071026012e-01
6.17373607777712e+02	6.24263281250409e-01,-4.84312540548850e-01
6.21667780810307e+02	6.21006049171146e-01,-4.85136615876384e-01
6.25991822178382e+02	6.17737870891073e-01,-4.85940113345294e-01
6.30345939632641e+02	6.14459006742266e-01,-4.86722853147018e-01
6.34730342368805e+02	6.11169720822094e-01,-4.87484659422569e-01
6.39145241037670e+02	6.07870280918448e-01,-4.88225360355825e-01
6.43590847755221e+02	6.04560958432294e-01,-4.88944788265219e-01
6.48067376112828e+02	6.01242028297567e-01,-4.89642779693722e-01
6.52575041187508e+02	5.97913768898452e-01,-4.90319175497044e-01
6.57114059552253e+02	5.94576461984110e-01,-4.90973820929964e-01
6.61684649286442e+02	5.91230392580877e-01,-4.91606565730706e-01
6.66287029986316e+02	5.87875848902003e-01,-4.92217264203271e-01
6.70921422775529e+02	5.84513122254972e-01,-4.92805775297648e-01
6.75588050315769e+02	5.81142506946480e-01,-4.93371962687829e-01
6.80287136817462e+02	5.77764300185099e-01,-4.93915694847533e-01
6.85018908050537e+02	5.74378801981731e-01,-4.94436845123584e-01
6.89783591355282e+02	5.70986315047876e-01,-4.94935291806842e-01
6.94581415653257e+02	5.67587144691823e-01,-4.95410918200645e-01
6.99412611458300e+02	5.64181598712800e-01,-4.95863612686663e-01
7.04277410887598e+02	5.60769987293179e-01,-4.96293268788110e-01
7.09176047672844e+02	5.57352622888815e-01,-4.96699785230247e-01
7.14108757171458e+02	5.53929820117579e-01,-4.97083065998114e-01
7.19075776377905e+02	5.50501895646183e-01,-4.97443020391423e-01
7.24077343935076e+02	5.47069168075380e-01,-4.97779563076561e-01
7.29113700145752e+02	5.43631957823618e-01,-4.98092614135642e-01
7.34185086984156e+02	5.40190587009243e-01,-4.98382099112571e-01
7.39291748107570e+02	5.36745379331334e-01,-4.98647949056041e-01
7.44433928868052e+02	5.33296659949276e-01,-4.98890100559454e-01
7.49611876324214e+02	5.29844755361149e-01,-4.99108495797690e-01
7.54825839253098e+02	5.26389993281033e-01,-4.99303082560710e-01
7.60076068162127e+02	5.22932702515344e-01,-4.99473814283935e-01
7.65362815301143e+02	5.19473212838263e-01,-4.99620650075390e-01
7.70686334674522e+02	5.16011854866398e-01,-4.99743554739566e-01
7.76046882053379e+02	5.12548959932752e-01,-4.99842498797978e-01
7.81444714987862e+02	5.09084859960106e-01,-4.99917458506407e-01
7.86880092819519e+02	5.05619887333929e-01,-4.99968415868796e-01
7.92353276693761e+02	5.02154374774904e-01,-4.99995358647787e-01
7.97864529572409e+02	4.98688655211181e-01,-4.99998280371888e-01
8.03414116246331e+02	4.95223061650467e-01,-4.99977180339268e-01
8.09002303348156e+02	4.91757927052042e-01,-4.99932063618168e-01
8.14629359365095e+02	4.88293584198822e-01,-4.99862941043933e-01
8.20295554651832e+02	4.84830365569559e-01,-4.99769829212655e-01
8.26001161443517e+02	4.81368603211299e-01,-4.99652750471467e-01
8.31746453868845e+02	4.77908628612181e-01,-4.99511732905450e-01
8.37531707963228e+02	4.74450772574699e-01,-4.99346810321214e-01
8.43357201682056e+02	4.70995365089522e-01,-4.99158022227140e-01
8.49223214914050e+02	4.67542735209968e-01,-4.98945413810318e-01
8.55130029494712e+02	4.64093210927247e-01,-4.98709035910204e-01
8.61077929219866e+02	4.60647119046563e-01,-4.98448944989018e-01
8.67067199859291e+02	4.57204785064174e-01,-4.98165203098928e-01
8.73098129170451e+02	4.53766533045509e-01,-4.97857877846046e-01
8.79171006912324e+02	4.50332685504446e-01,-4.97527042351267e-01
8.85286124859318e+02	4.46903563283828e-01,-4.97172775208021e-01
8.91443776815296e+02	4.43479485437328e-01,-4.96795160436946e-01
8.97644258627685e+02	4.40060769112740e-01,-4.96394287437561e-01
9.03887868201697e+02	4.36647729436796e-01,-4.95970250936976e-01
9.10174905514634e+02	4.33240679401586e-01,-4.95523150935694e-01
9.16505672630311e+02	4.29839929752672e-01,-4.95053092650566e-01
9.22880473713558e+02	4.26445788878976e-01,-4.94560186454959e-01
9.29299615044841e+02	4.23058562704522e-01,-4.94044547816192e-01
9.35763405034975e+02	4.19678554582117e-01,-4.93506297230321e-01
9.42272154239941e+02	4.16306065189026e-01,-4.92945560154320e-01
9.48826175375809e+02	4.12941392424734e-01,-4.92362466935748e-01
9.55425783333761e+02	4.09584831310861e-01,-4.91757152739962e-01
9.62071295195219e+02	4.06236673893287e-01,-4.91129757474953e-01
9.68763030247081e+02	4.02897209146554e-01,-4.90480425713883e-01
9.75501309997064e+02	3.99566722880617e-01,-4.89809306615402e-01
9.82286458189143e+02	3.96245497649983e-01,-4.89116553841822e-01
9.89118800819115e+02	3.92933812665315e-01,-4.88402325475232e-01
9.95998666150254e+02	3.89631943707533e-01,-4.87666783931634e-01
1.00292638472909e+03	3.86340163044471e-01,-4.86910095873194e-01
1.00990228940127e+03	3.83058739350131e-01,-4.86132432118676e-01
1.01692671532760e+03	3.79787937626585e-01,-4.85333967552169e-01
1.02400000000008e+03	3.76528019128553e-01,-4.84514881030171e-01
1.03112248325816e+03	3.73279241290696e-01,-4.83675355287137e-01
1.03829450730507e+03	3.70041857657662e-01,-4.82815576839572e-01
1.04551641672424e+03	3.66816117816908e-01,-4.81935735888760e-01
1.05278855849589e+03	3.63602267334327e-01,-4.81036026222219e-01
1.06011128201365e+03	3.60400547692706e-01,-4.80116645113980e-01
1.06748493910139e+03	3.57211196233020e-01,-4.79177793223763e-01
1.07490988403010e+03	3.54034446098604e-01,-4.78219674495162e-01
1.08238647353493e+03	3.50870526182186e-01,-4.77242496052921e-01
1.08991506683232e+03	3.47719661075823e-01,-4.76246468099384e-01
1.09749602563725e+03	3.44582071023714e-01,-4.75231803810227e-01
1.10512971418062e+03	3.41457971877918e-01,-4.74198719229541e-01
1.11281649922677e+03	3.38347575056970e-01,-4.73147433164376e-01
1.12055675009108e+03	3.35251087507391e-01,-4.72078167078825e-01
1.12835083865773e+03	3.32168711668083e-01,-4.70991144987726e-01
1.13619913939756e+03	3.29100645437612e-01,-4.69886593350097e-01
1.14410202938604e+03	3.26047082144358e-01,-4.68764740962360e-01
1.15205988832143e+03	3.23008210519522e-01,-4.67625818851460e-01
1.16007309854299e+03	3.19984214672971e-01,-4.66470060167952e-01
1.16814204504935e+03	3.16975274071904e-01,-4.65297700079149e-01
1.17626711551705e+03	3.13981563522319e-01,-4.64108975662397e-01
1.18444870031910e+03	3.11003253153251e-01,-4.62904125798578e-01
1.19268719254379e+03	3.08040508403754e-01,-4.61683391065902e-01
1.20098298801354e+03	3.05093490012607e-01,-4.60447013634071e-01
1.20933648530393e+03	3.02162354010704e-01,-4.59195237158895e-01
1.21774808576288e+03	2.99247251716089e-01,-4.57928306677428e-01
1.22621819352988e+03	2.96348329731622e-01,-4.56646468503699e-01
1.23474721555543e+03	2.93465729945206e-01,-4.55349970125104e-01
1.24333556162062e+03	2.90599589532567e-01,-4.54039060099537e-01
1.25198364435677e+03	2.87750040962522e-01,-4.52713987953309e-01
1.26069187926529e+03	2.84917212004705e-01,-4.51375004079946e-01
1.26946068473762e+03	2.82101225739698e-01,-4.50022359639894e-01
1.27829048207535e+03	2.79302200571526e-01,-4.48656306461225e-01
1.28718169551045e+03	2.76520250242463e-01,-4.47277096941380e-01
1.29613475222567e+03	2.73755483850103e-01,-4.45884983950008e-01
1.30515008237503e+03	2.71008005866646e-01,-4.44480220732970e-01
1.31422811910452e+03	2.68277916160339e-01,-4.43063060817537e-01
1.32336929857289e+03	2.65565310019026e-01,-4.41633757918849e-01
1.33257405997264e+03	2.62870278175759e-01,-4.40192565847673e-01
1.34184284555107e+03	2.60192906836395e-01,-4.38739738419512e-01
1.35117610063155e+03	2.57533277709146e-01,-4.37275529365102e-01
1.36057427363493e+03	2.54891468036004e-01,-4.35800192242333e-01
1.37003781610109e+03	2.52267550626003e-01,-4.34313980349654e-01
1.37956718271057e+03	2.49661593890245e-01,-4.32817146640966e-01
1.38916283130652e+03	2.47073661878643e-01,-4.31309943642065e-01
1.39882522291661e+03	2.44503814318309e-01,-4.29792623368651e-01
1.40855482177521e+03	2.41952106653541e-01,-4.28265437245938e-01
1.41835209534570e+03	2.39418590087345e-01,-4.26728636029893e-01
1.42821751434293e+03	2.36903311624426e-01,-4.25182469730122e-01
1.43815155275582e+03	2.34406314115597e-01,-4.23627187534437e-01
1.44815468787016e+03	2.31927636303546e-01,-4.22063037735118e-01
1.45822740029152e+03	2.29467312869890e-01,-4.20490267656889e-01
1.46837017396832e+03	2.27025374483475e-01,-4.18909123586624e-01
1.47858349621515e+03	2.24601847849844e-01,-4.17319850704804e-01
1.48886785773612e+03	2.22196755761829e-01,-4.15722693018732e-01
1.49922375264844e+03	2.19810117151196e-01,-4.14117893297517e-01
1.50965167850621e+03	2.17441947141299e-01,-4.12505693008836e-01
1.52015213632427e+03	2.15092257100667e-01,-4.10886332257484e-01
1.53072563060230e+03	2.12761054697483e-01,-4.09260049725719e-01
1.54137266934906e+03	2.10448343954892e-01,-4.07627082615392e-01
1.55209376410677e+03	2.08154125307077e-01,-4.05987666591884e-01
1.56288942997574e+03	2.05878395656056e-01,-4.04342035729832e-01
1.57376018563905e+03	2.03621148429142e-01,-4.02690422460653e-01
1.58470655338753e+03	2.01382373637008e-01,-4.01033057521861e-01
1.59572905914483e+03	1.99162057932310e-01,-3.99370169908166e-01
1.60682823249267e+03	1.96960184668814e-01,-3.97701986824356e-01
1.61800460669633e+03	1.94776733960969e-01,-3.96028733639956e-01
1.62925871873020e+03	1.92611682743889e-01,-3.94350633845638e-01
1.64059110930368e+03	1.90465004833678e-01,-3.92667909011400e-01
1.65200232288705e+03	1.88336670988067e-01,-3.90980778746475e-01
1.66349290773770e+03	1.86226648967295e-01,-3.89289460660968e-01
1.67506341592647e+03	1.84134903595210e-01,-3.87594170329215e-01
1.68671440336413e+03	1.82061396820521e-01,-3.85895121254833e-01
1.69844642982811e+03	1.80006087778183e-01,-3.84192524837452e-01
1.71026005898944e+03	1.77968932850842e-01,-3.82486590341119e-01
1.72215585843975e+03	1.75949885730323e-01,-3.80777524864335e-01
1.73413439971860e+03	1.73948897479105e-01,-3.79065533311733e-01
1.74619625834092e+03	1.71965916591749e-01,-3.77350818367350e-01
1.75834201382466e+03	1.70000889056240e-01,-3.75633580469489e-01
1.77057224971865e+03	1.68053758415200e-01,-3.73914017787145e-01
1.78288755363061e+03	1.66124465826943e-01,-3.72192326197970e-01
1.79528851725539e+03	1.64212950126333e-01,-3.70468699267751e-01
1.80777573640341e+03	1.62319147885406e-01,-3.68743328231389e-01
1.82034981102928e+03	1.60442993473734e-01,-3.67016401975336e-01
1.83301134526064e+03	1.58584419118485e-01,-3.65288107021482e-01
1.84576094742713e+03	1.56743354964165e-01,-3.63558627512459e-01
1.85859923008970e+03	1.54919729131996e-01,-3.61828145198332e-01
1.87152681006997e+03	1.53113467778909e-01,-3.60096839424655e-01
1.88454430847990e+03	1.51324495156127e-01,-3.58364887121870e-01
1.89765235075163e+03	1.49552733667310e-01,-3.56632462796006e-01
1.91085156666754e+03	1.47798103926232e-01,-3.54899738520674e-01
1.92414259039045e+03	1.46060524813972e-01,-3.53166883930302e-01
1.93752606049418e+03	1.44339913535598e-01,-3.51434066214609e-01
1.95100261999414e+03	1.42636185676308e-01,-3.49701450114268e-01
1.96457291637830e+03	1.40949255257032e-01,-3.47969197917747e-01
1.97823760163825e+03	1.39279034789450e-01,-3.46237469459285e-01
1.99199733230053e+03	1.37625435330423e-01,-3.44506422117984e-01
2.00585276945819e+03	1.35988366535815e-01,-3.42776210817985e-01
2.01980457880257e+03	1.34367736713688e-01,-3.41046988029698e-01
2.03385343065522e+03	1.32763452876860e-01,-3.39318903772062e-01
2.04800000000017e+03	1.31175420794803e-01,-3.37592105615800e-01
2.06224496651633e+03	1.29603545044874e-01,-3.35866738687645e-01
2.07658901461015e+03	1.28047729062864e-01,-3.34142945675511e-01
2.09103283344851e+03	1.26507875192858e-01,-3.32420866834569e-01
2.10557711699180e+03	1.24983884736381e-01,-3.30700639994216e-01
2.12022256402732e+03	1.23475658000840e-01,-3.28982400565896e-01
2.13496987820279e+03	1.21983094347241e-01,-3.27266281551756e-01
2.14981976806022e+03	1.20506092237170e-01,-3.25552413554095e-01
2.16477294706989e+03	1.19044549279038e-01,-3.23840924785594e-01
2.17983013366466e+03	1.17598362273587e-01,-3.22131941080293e-01
2.19499205127451e+03	1.16167427258635e-01,-3.20425585905284e-01
2.21025942836125e+03	1.14751639553071e-01,-3.18721980373104e-01
2.22563299845355e+03	1.13350893800092e-01,-3.17021243254790e-01
2.24111350018218e+03	1.11965084009670e-01,-3.15323490993579e-01
2.25670167731549e+03	1.10594103600258e-01,-3.13628837719227e-01
2.27239827879514e+03	1.09237845439722e-01,-3.11937395262910e-01
2.28820405877210e+03	1.07896201885510e-01,-3.10249273172705e-01
2.30411977664287e+03	1.06569064824045e-01,-3.08564578729596e-01
2.32014619708599e+03	1.05256325709341e-01,-3.06883416964016e-01
2.33628409009873e+03	1.03957875600862e-01,-3.05205890672866e-01
2.35253423103413e+03	1.02673605200596e-01,-3.03532100437018e-01
2.36889740063823e+03	1.01403404889369e-01,-3.01862144639257e-01
2.38537438508760e+03	1.00147164762388e-01,-3.00196119482652e-01
2.40196597602709e+03	9.89047746640173e-02,-2.98534119009331e-01
2.41867297060788e+03	9.76761242218007e-02,-2.96876235119634e-01
2.43549617152578e+03	9.64611028797144e-02,-2.95222557591631e-01
2.45243638705977e+03	9.52595999306725e-02,-2.93573174100974e-01
2.46949443111089e+03	9.40715045482789e-02,-2.91928170241075e-01
2.48667112324127e+03	9.28967058178332e-02,-2.90287629543576e-01
2.50396728871357e+03	9.17350927665961e-02,-2.88651633499102e-01
2.52138375853060e+03	9.05865543933177e-02,-2.87020261578280e-01
2.53892136947526e+03	8.94509796970366e-02,-2.85393591252987e-01
2.55658096415072e+03	8.83282577051542e-02,-2.83771698017836e-01
2.57436339102092e+03	8.72182775007912e-02,-2.82154655411861e-01
2.59226950445135e+03	8.61209282494324e-02,-2.80542535040390e-01
2.61030016475007e+03	8.50360992248680e-02,-2.78935406597094e-01
2.62845623820905e+03	8.39636798344360e-02,-2.77333337886191e-01
2.64673859714581e+03	8.29035596435758e-02,-2.75736394844786e-01
2.66514811994531e+03	8.18556283996991e-02,-2.74144641565341e-01
2.68368569110216e+03	8.08197760553860e-02,-2.72558140318251e-01
2.70235220126312e+03	7.97958927909145e-02,-2.70976951574512e-01
2.72114854726989e+03	7.87838690361321e-02,-2.69401134028477e-01
2.74007563220219e+03	7.77835954916766e-02,-2.67830744620672e-01
2.75913436542117e+03	7.67949631495561e-02,-2.66265838560666e-01
2.77832566261307e+03	7.58178633130958e-02,-2.64706469349981e-01
2.79765044583324e+03	7.48521876162604e-02,-2.63152688805037e-01
2.81710964355044e+03	7.38978280423625e-02,-2.61604547080099e-01
2.83670419069142e+03	7.29546769421633e-02,-2.60062092690242e-01
2.85643502868588e+03	7.20226270513773e-02,-2.58525372534294e-01
2.87630310551167e+03	7.11015715075889e-02,-2.56994431917775e-01
2.89630937574035e+03	7.01914038665900e-02,-2.55469314575797e-01
2.91645480058305e+03	6.92920181181494e-02,-2.53950062695924e-01
2.93674034793667e+03	6.84033087012205e-02,-2.52436716940991e-01
2.95716699243033e+03	6.75251705186004e-02,-2.50929316471859e-01
2.97773571547225e+03	6.66574989510465e-02,-2.49427898970099e-01
2.99844750529690e+03	6.58001898708622e-02,-2.47932500660605e-01
3.01930335701244e+03	6.49531396549606e-02,-2.46443156334121e-01
3.04030427264856e+03	6.41162451974149e-02,-2.44959899369672e-01
3.06145126120462e+03	6.32894039215061e-02,-2.43482761756898e-01
3.08274533869813e+03	6.24725137912775e-02,-2.42011774118277e-01
3.10418752821356e+03	6.16654733226035e-02,-2.40546965731233e-01
3.12577885995150e+03	6.08681815937858e-02,-2.39088364550121e-01
3.14752037127812e+03	6.00805382556820e-02,-2.37635997228091e-01
3.16941310677509e+03	5.93024435413795e-02,-2.36189889138805e-01
3.19145811828968e+03	5.85337982754228e-02,-2.34750064398021e-01
3.21365646498537e+03	5.77745038826027e-02,-2.33316545885031e-01
3.23600921339267e+03	5.70244623963178e-02,-2.31889355263946e-01
3.25851743746043e+03	5.62835764665167e-02,-2.30468513004823e-01
3.28118221860738e+03	5.55517493672306e-02,-2.29054038404633e-01
3.30400464577412e+03	5.48288850037052e-02,-2.27645949608061e-01
3.32698581547543e+03	5.41148879191398e-02,-2.26244263628139e-01
3.35012683185296e+03	5.34096633010446e-02,-2.24848996366703e-01
3.37342880672827e+03	5.27131169872227e-02,-2.23460162634672e-01
3.39689285965625e+03	5.20251554713874e-02,-2.22077776172145e-01
3.42052011797890e+03	5.13456859084224e-02,-2.20701849668316e-01
3.44431171687952e+03	5.06746161192935e-02,-2.19332394781199e-01
3.46826879943721e+03	5.00118545956209e-02,-2.17969422157163e-01
3.49239251668186e+03	4.93573105039193e-02,-2.16612941450272e-01
3.51668402764935e+03	4.87108936895157e-02,-2.15262961341436e-01
3.54114449943733e+03	4.80725146801514e-02,-2.13919489557352e-01
3.56577510726124e+03	4.74420846892774e-02,-2.12582532889259e-01
3.59057703451079e+03	4.68195156190504e-02,-2.11252097211478e-01
3.61555147280684e+03	4.62047200630381e-02,-2.09928187499760e-01
3.64069962205859e+03	4.55976113086404e-02,-2.08610807849417e-01
3.66602269052130e+03	4.49981033392354e-02,-2.07299961493259e-01
3.69152189485429e+03	4.44061108360564e-02,-2.05995650819313e-01
3.71719846017942e+03	4.38215491798090e-02,-2.04697877388337e-01
3.74305362013996e+03	4.32443344520331e-02,-2.03406641951127e-01
3.76908861695982e+03	4.26743834362200e-02,-2.02121944465608e-01
3.79530470150329e+03	4.21116136186895e-02,-2.00843784113723e-01
3.82170313333510e+03	4.15559431892338e-02,-1.99572159318095e-01
3.84828518078093e+03	4.10072910415373e-02,-1.98307067758494e-01
3.87505212098838e+03	4.04655767733770e-02,-1.97048506388084e-01
3.90200523998831e+03	3.99307206866095e-02,-1.95796471449456e-01
3.92914583275663e+03	3.94026437869546e-02,-1.94550958490450e-01
3.95647520327652e+03	3.88812677835772e-02,-1.93311962379773e-01
3.98399466460108e+03	3.83665150884776e-02,-1.92079477322392e-01
4.01170553891641e+03	3.78583088156943e-02,-1.90853496874723e-01
4.03960915760516e+03	3.73565727803260e-02,-1.89634013959612e-01
4.06770686131046e+03	3.68612314973785e-02,-1.88421020881098e-01
4.09600000000037e+03	3.63722101804428e-02,-1.87214509338973e-01
4.12448993303269e+03	3.58894347402088e-02,-1.86014470443127e-01
4.15317802922033e+03	3.54128317828225e-02,-1.84820894727690e-01
4.18206566689704e+03	3.49423286080891e-02,-1.83633772164963e-01
4.21115423398363e+03	3.44778532075307e-02,-1.82453092179142e-01
4.24044512805466e+03	3.40193342623007e-02,-1.81278843659845e-01
4.26993975640562e+03	3.35667011409627e-02,-1.80111014975420e-01
4.29963953612047e+03	3.31198838971365e-02,-1.78949593986063e-01
4.32954589413980e+03	3.26788132670187e-02,-1.77794568056727e-01
4.35966026732936e+03	3.22434206667802e-02,-1.76645924069833e-01
4.38998410254905e+03	3.18136381898470e-02,-1.75503648437782e-01
4.42051885672253e+03	3.13893986040688e-02,-1.74367727115265e-01
4.45126599690714e+03	3.09706353487783e-02,-1.73238145611385e-01
4.48222700036439e+03	3.05572825317480e-02,-1.72114889001571e-01
4.51340335463101e+03	3.01492749260470e-02,-1.70997941939313e-01
4.54479655759030e+03	2.97465479668022e-02,-1.69887288667696e-01
4.57640811754423e+03	2.93490377478694e-02,-1.68782913030744e-01
4.60823955328578e+03	2.89566810184164e-02,-1.67684798484580e-01
4.64029239417201e+03	2.85694151794229e-02,-1.66592928108394e-01
4.67256818019749e+03	2.81871782801017e-02,-1.65507284615232e-01
4.70506846206828e+03	2.78099090142434e-02,-1.64427850362592e-01
4.73779480127649e+03	2.74375467164893e-02,-1.63354607362847e-01
4.77074877017523e+03	2.70700313585363e-02,-1.62287537293485e-01
4.80393195205421e+03	2.67073035452757e-02,-1.61226621507170e-01
4.83734594121580e+03	2.63493045108713e-02,-1.60171841041628e-01
4.87099234305159e+03	2.59959761147779e-02,-1.59123176629358e-01
4.90487277411958e+03	2.56472608377059e-02,-1.58080608707167e-01
4.93898886222181e+03	2.53031017775324e-02,-1.57044117425545e-01
4.97334224648257e+03	2.49634426451641e-02,-1.56013682657854e-01
5.00793457742717e+03	2.46282277603534e-02,-1.54989284009371e-01
5.04276751706124e+03	2.42974020474713e-02,-1.53970900826146e-01
5.07784273895056e+03	2.39709110312400e-02,-1.52958512203710e-01
